id,review,term,aspect,sentiment,term_from,term_to
2075,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",NULL,RESTAURANT#GENERAL,positive,0,0
2076,You can get a table without a reservation if you get there early I they don't make you by bottles.,NULL,SERVICE#GENERAL,positive,0,0
2077,Which lets face it....at times it's a good thing.,NULL,SERVICE#GENERAL,positive,0,0
2078,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,NULL,RESTAURANT#PRICES,positive,0,0
2079,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,NULL,RESTAURANT#GENERAL,positive,0,0
2080,Highly recommended!,NULL,RESTAURANT#GENERAL,positive,0,0
2081,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",NULL,RESTAURANT#GENERAL,positive,0,0
2082,Everything on the menu is great. ,menu,FOOD#QUALITY,positive,18,22
2083,This establishment is the real deal. ,establishment,RESTAURANT#GENERAL,positive,5,18
2084,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",NULL,AMBIENCE#GENERAL,positive,0,0
2085,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",food,FOOD#QUALITY,positive,59,63
2086,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",NULL,RESTAURANT#GENERAL,positive,0,0
2087,But $500 for a dinner for two that didn't include Wine?,dinner for two,FOOD#PRICES,negative,15,29
2088,"Look, the appetizers were really good.",appetizers,FOOD#QUALITY,positive,10,20
2089,The entree was also very good.,entree,FOOD#QUALITY,positive,4,10
2090,"Can't argue about that, but they are clearly over priced.",NULL,FOOD#PRICES,negative,0,0
2091,What you are paying for is the environment and the name.,environment,AMBIENCE#GENERAL,neutral,31,42
2092,What you are paying for is the environment and the name.,NULL,RESTAURANT#MISCELLANEOUS,neutral,0,0
2093,What you are paying for is the environment and the name.,NULL,RESTAURANT#PRICES,negative,0,0
2094,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place,AMBIENCE#GENERAL,positive,9,14
2095,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place,RESTAURANT#PRICES,negative,9,14
2096,Which of course is not real Kobe but Wagyu beef.,NULL,FOOD#QUALITY,negative,0,0
2097,Surprised that a place of this caliber would advertise it as Kobe.,NULL,RESTAURANT#MISCELLANEOUS,negative,0,0
2098,Vanison was good but not amazing.,Vanison,FOOD#QUALITY,neutral,0,7
2099,Bison was quite excellent however.,Bison,FOOD#QUALITY,positive,0,5
2100,Dessert: pure disaster.,Dessert,FOOD#QUALITY,negative,0,7
2101,Just not good at all.,NULL,FOOD#QUALITY,negative,0,0
2102,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,NULL,FOOD#STYLE_OPTIONS,negative,0,0
2103,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,NULL,FOOD#QUALITY,negative,0,0
2104,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",restaurant,RESTAURANT#PRICES,negative,31,41
2105,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.",restaurant,RESTAURANT#GENERAL,negative,31,41
2106,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",The Four Seasons,RESTAURANT#MISCELLANEOUS,neutral,0,16
2107,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".",The Four Seasons,RESTAURANT#PRICES,negative,0,16
2108,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",NULL,RESTAURANT#GENERAL,negative,0,0
2109,"I wanted to go there to see if it was worth it and sadly, curiousity got the best of me and I paid dearly for it.",NULL,RESTAURANT#PRICES,negative,0,0
2110,"All in all, the food was great (except for the dessserts).",food,FOOD#QUALITY,positive,16,20
2111,"All in all, the food was great (except for the dessserts).",dessserts,FOOD#QUALITY,negative,47,56
2112,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,environment,AMBIENCE#GENERAL,neutral,4,15
2113,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,NULL,RESTAURANT#MISCELLANEOUS,neutral,4,15
2114,"If you are going for the food, it will not be worth it.",food,FOOD#QUALITY,negative,25,29
2115,"You would think they would make up for it with service, sadly, no.",service,SERVICE#GENERAL,negative,47,54
2116,"Service was just ok, it is not what you'd expect for $500.",Service,SERVICE#GENERAL,negative,0,7
2117,"Service was just ok, it is not what you'd expect for $500.",NULL,RESTAURANT#PRICES,negative,0,0
2118,Terrible Waste of money.. scammers,NULL,RESTAURANT#GENERAL,negative,0,0
2119,Terrible Waste of money.. scammers,NULL,RESTAURANT#PRICES,negative,0,0
2120,I agree that dining at Casa La Femme is like no other dining experience!,Casa La Femme,RESTAURANT#GENERAL,negative,23,36
2121,I am actually offended to have spent so much money on such a bad experience.,NULL,RESTAURANT#GENERAL,negative,0,0
2122,I am actually offended to have spent so much money on such a bad experience.,NULL,RESTAURANT#PRICES,negative,0,0
2123,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme,RESTAURANT#GENERAL,negative,46,59
2124,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,Casa La Femme,RESTAURANT#PRICES,negative,46,59
2125,"Our visit their to say the least, was an unpleasant and costly experience!",NULL,RESTAURANT#GENERAL,negative,0,0
2126,"Our visit their to say the least, was an unpleasant and costly experience!",NULL,RESTAURANT#PRICES,negative,0,0
2127,And even more so unpleasant because it was so costly for such an unpleasant experience.,NULL,RESTAURANT#GENERAL,negative,0,0
2128,And even more so unpleasant because it was so costly for such an unpleasant experience.,NULL,RESTAURANT#PRICES,negative,0,0
2129,We did arrive late for our reservation so I can not complain too much about the wait for a table.,wait,SERVICE#GENERAL,neutral,80,84
2130,Although we were told 10-15 minutes and it was more like 45 minutes.,NULL,SERVICE#GENERAL,negative,0,0
2131,We were ushered to the bar to wait momentarily and upon arrival were so excited.,NULL,RESTAURANT#GENERAL,positive,0,0
2132,The place is beautiful!,place,AMBIENCE#GENERAL,positive,4,9
2133,The hostess was very pleasant.,hostess,SERVICE#GENERAL,positive,4,11
2134,"However, our $14 drinks were were horrible!",drinks,DRINKS#QUALITY,negative,17,23
2135,"However, our $14 drinks were were horrible!",drinks,DRINKS#PRICES,negative,17,23
2136,"Once we finally got a table, despite indicating we wanted an alla carte menu we were pushed into a table that was only price fixed!",NULL,SERVICE#GENERAL,negative,0,0
2137,Our experience did not ever get any better.,NULL,RESTAURANT#GENERAL,negative,0,0
2138,For each course we waited over 1/2 hour to 45 minutes and were never offered a drink.,NULL,SERVICE#GENERAL,negative,0,0
2139,We also asked for Hooka six times and the waiter kept telling us one minute and never returning with the Hooka.,waiter,SERVICE#GENERAL,negative,42,48
2140,After the 4th time i asked again and the waiter than said after our dinner.,waiter,SERVICE#GENERAL,negative,41,47
2141,We asked for beverages and never received them.,NULL,SERVICE#GENERAL,negative,0,0
2142,We asked for sides which the waiter than admitted that he forgot to put in that part of our order.,waiter,SERVICE#GENERAL,negative,29,35
2143,My chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin.,chicken,FOOD#QUALITY,negative,3,10
2144,I would not expect this for a $55 dinner.,dinner,FOOD#QUALITY,negative,34,40
2145,I would not expect this for a $55 dinner.,dinner,FOOD#PRICES,negative,34,40
2146,By the time we finished our dinner we still had not received one beverage NOR hooka!,NULL,SERVICE#GENERAL,negative,0,0
2147,What we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka.. some of which we never received!,NULL,SERVICE#GENERAL,negative,0,0
2148,The only beverage we did receive was water in dirty glasses!,NULL,SERVICE#GENERAL,negative,0,0
2149,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,NULL,SERVICE#GENERAL,negative,0,0
2150,To top it all off.. the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant.,NULL,RESTAURANT#MISCELLANEOUS,negative,0,0
2151,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",food,FOOD#QUALITY,negative,211,215
2152,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",NULL,RESTAURANT#PRICES,negative,0,0
2153,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",NULL,RESTAURANT#MISCELLANEOUS,negative,0,0
2154,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,meal,FOOD#QUALITY,negative,101,105
2155,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,NULL,RESTAURANT#PRICES,negative,0,0
2156,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",restaurant,RESTAURANT#GENERAL,negative,20,30
2157,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.",restaurant,RESTAURANT#PRICES,negative,20,30
2158,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,NULL,RESTAURANT#GENERAL,negative,0,0
2159,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,NULL,RESTAURANT#PRICES,negative,0,0
2160,MY husbands birthday and my sons was not as it was intended... and we drove two hours to spend too much money to be treated terribly!,NULL,SERVICE#GENERAL,negative,0,0
2161,I wish I COULD be refunded!,NULL,RESTAURANT#GENERAL,negative,0,0
2162,Don't go with a larger group than 4! ,NULL,RESTAURANT#MISCELLANEOUS,negative,0,0
2163,"At first we were a little taken aback, as this seemed to present a problem, although the restaurant looked fairly empty, but they hastily put the table together for us.",NULL,SERVICE#GENERAL,positive,0,0
2164,The menu is fairly simple without much descriptions. ,menu,FOOD#STYLE_OPTIONS,neutral,4,8
2165,"There was no tap beer that evening, which was a disappointment. ",beer,DRINKS#STYLE_OPTIONS,negative,17,21
2166,"Not much of a selection of bottled beer either, we went with Brahma. ",selection of bottled beer,DRINKS#STYLE_OPTIONS,negative,14,39
2167,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,fried oysters and clams,FOOD#QUALITY,positive,60,83
2168,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,fried oysters and clams,FOOD#STYLE_OPTIONS,negative,60,83
2169,The appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each). ,NULL,SERVICE#GENERAL,positive,0,0
2170,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles,FOOD#STYLE_OPTIONS,neutral,4,20
2171,"The lobster knuckles (special of the day) were ok, but pretty tasteless.",lobster knuckles,FOOD#QUALITY,negative,4,20
2172,"I believe there were 2 shrimp in the ""salt encrusted shrimp"" appetizer. ","""salt encrusted shrimp"" appetizer",FOOD#STYLE_OPTIONS,negative,37,70
2173,"She replied ""well it would be more convenient for us if you ordered now, since you are a larger party, and it might get crowded."" ",NULL,SERVICE#GENERAL,negative,0,0
2174,The food arrived in about 15 minutes. ,NULL,SERVICE#GENERAL,neutral,0,0
2175,I had the Thai style Fried Sea Bass...which was very good. ,Thai style Fried Sea Bass,FOOD#QUALITY,positive,10,35
2176,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",food,FOOD#QUALITY,positive,43,47
2177,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",grilled Mahi Mahi,FOOD#QUALITY,negative,79,96
2178,"Everyone seemed generally happy with their food, except my brother who had the grilled Mahi Mahi, seemingly drenched in Grapfruit Juice! ",grilled Mahi Mahi,FOOD#STYLE_OPTIONS,negative,79,96
2179,I heard the lobster roll was excellent. ,lobster roll,FOOD#QUALITY,positive,12,24
2180,"They seemed to continue to rush us along, taking plates without asking if we were done (my sister still had her fork in hand). ",NULL,SERVICE#GENERAL,negative,0,0
2181,"All in all the food was good - a little on the expensive side, but fresh. ",food,FOOD#QUALITY,positive,15,19
2182,"All in all the food was good - a little on the expensive side, but fresh. ",food,FOOD#PRICES,negative,15,19
2183,"Service not the friendliest to our ""large party""! ",Service,SERVICE#GENERAL,negative,0,7
2184,Probably would not go back here.,NULL,RESTAURANT#GENERAL,negative,0,0
2185,Great Indian food,Indian food,FOOD#QUALITY,positive,6,17
2186,"Food was amazing - I love Indian food and eat it quite regularly, but I can say this is one of the best I've had.",Food,FOOD#QUALITY,positive,0,4
2187,"Very ""normal Indian food"", but done really well.",Indian food,FOOD#STYLE_OPTIONS,neutral,13,24
2188,"Very ""normal Indian food"", but done really well.",Indian food,FOOD#QUALITY,positive,13,24
2189,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place,RESTAURANT#GENERAL,positive,166,171
2190,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",place,RESTAURANT#PRICES,negative,166,171
2191,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",chicken tikka masala,FOOD#PRICES,negative,54,74
2192,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.",feel,AMBIENCE#GENERAL,negative,196,200
2193,"Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.",waiters,SERVICE#GENERAL,negative,6,13
2194,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,NULL,SERVICE#GENERAL,negative,0,0
2195,I don't appreciate places or people that try to drive up the bill without the patron's knowledge so that was a huge turnoff (more than the price).,NULL,RESTAURANT#PRICES,negative,0,0
2196,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",Indian food,FOOD#QUALITY,positive,134,145
2197,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food",place,RESTAURANT#PRICES,negative,118,123
2198,One of the BEST,NULL,RESTAURANT#GENERAL,positive,0,0
2199,"Bukhara Grill, the tagline says it all.. ""INDIAN SPICE RAVE""",Bukhara Grill,RESTAURANT#GENERAL,positive,0,13
2200,The lunch buffet is expensive but is deff worth it.,lunch buffet,FOOD#PRICES,negative,4,16
2201,The lunch buffet is expensive but is deff worth it.,lunch buffet,FOOD#QUALITY,positive,4,16
2202,We have gone for dinner only a few times but the same great quality and service is given.,service,SERVICE#GENERAL,positive,72,79
2203,We have gone for dinner only a few times but the same great quality and service is given.,dinner,FOOD#QUALITY,positive,17,23
2204,Bukhara is on my top 5 Indian places in NYC,Bukhara,RESTAURANT#GENERAL,positive,0,7
2205,Wretched and retching,NULL,RESTAURANT#GENERAL,negative,0,0
2206,I have never been so disgusted by both food an service.,food,FOOD#QUALITY,negative,39,43
2207,I have never been so disgusted by both food an service.,service,SERVICE#GENERAL,negative,47,54
2208,For starters they delivered us someone else's order.,NULL,SERVICE#GENERAL,negative,0,0
2209,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",kimchee,FOOD#QUALITY,negative,187,194
2210,"However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.",Korean fair,FOOD#QUALITY,negative,87,98
2211,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",food,FOOD#QUALITY,negative,38,42
2212,"My main concern was the sanity of the food that was being sent out to myself and others, but I would be lying is I said that as someone who has worked in restaurants since the age of fifteen I was expecting at least a minimal effort on the part of the restaurant to amend the situation.",NULL,SERVICE#GENERAL,negative,0,0
2213,None was made so i hung up.,NULL,SERVICE#GENERAL,negative,0,0
2214,Less than three minutes passed before I found myself doubled over the toilet.,NULL,FOOD#QUALITY,negative,0,0
2215,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",meal,FOOD#QUALITY,negative,140,144
2216,"My girlfriend, being slightly more aggressive, and having been equally disgusted causing her to throw out the remainder of her barely eaten meal, called back only to be informed that I was probably wrong and that it was most likely an oyster, and that we were also blacklisted from their restaurant.",NULL,SERVICE#GENERAL,negative,0,0
2217,"It wasn't as if this restaurant had any major bragging points before hand, but now it's simply repulsive.",restaurant,RESTAURANT#GENERAL,negative,21,31
2218,Eat at your own risk.,NULL,FOOD#QUALITY,negative,21,31
2219,Gorgeous place ideal for a romantic dinner,place,AMBIENCE#GENERAL,positive,9,14
2220,Gorgeous place ideal for a romantic dinner,place,RESTAURANT#MISCELLANEOUS,positive,9,14
2221,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,four course prix fix menu,FOOD#QUALITY,positive,54,79
2222,I book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot.,white organza tent,AMBIENCE#GENERAL,positive,18,36
2223,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,service,SERVICE#GENERAL,positive,4,11
2224,The service was spectacular as the waiter knew everything about the menu and his recommendations were amazing!,waiter,SERVICE#GENERAL,positive,35,41
2225,I completely recommend Casa La Femme for any special occasion and to REALLY impress your date.,Casa La Femme,RESTAURANT#MISCELLANEOUS,positive,23,36
2226,More Williamsburg Garbage,NULL,RESTAURANT#GENERAL,negative,0,0
2227,The dishes came out around 5 minutes apart.,NULL,SERVICE#GENERAL,negative,0,0
2228,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",bibimbap,FOOD#QUALITY,neutral,4,12
2229,"The bibimbap was average, but the stone bowl wasn't even close to sizzling.",stone bowl,FOOD#STYLE_OPTIONS,negative,34,44
2230,Too bad I had paid an extra $2 for the stone bowl.,stone bowl,FOOD#PRICES,negative,39,49
2231,The nakgi-bokum was horrible.,nakgi-bokum,FOOD#QUALITY,negative,4,15
2232,Easily the worst stir-fried squid I've ever tasted.,stir-fried squid,FOOD#QUALITY,negative,17,33
2233,The sauce tasted more like Chinese fast food than decent Korean.,sauce,FOOD#QUALITY,negative,4,9
2234,"The side dishes were passable, and I did get a refill upon request.",side dishes,FOOD#QUALITY,neutral,4,15
2235,"The side dishes were passable, and I did get a refill upon request.",side dishes,FOOD#STYLE_OPTIONS,neutral,4,15
2236,The real problem I had with this place was the complete lack of service.,service,SERVICE#GENERAL,negative,64,71
2237,She just nodded and walked off.,NULL,SERVICE#GENERAL,negative,0,0
2238,"As to my comment about the food, no apology or acknowledgment was made.",NULL,SERVICE#GENERAL,negative,0,0
2239,My wife had barely touched that mess of a dish.,dish,FOOD#QUALITY,negative,42,46
2240,We were charged full price.,NULL,SERVICE#GENERAL,negative,0,0
2241,Lives up to the hype,NULL,RESTAURANT#GENERAL,positive,0,0
2242,We've tried before but it always packed and doesn't take reservations.,NULL,RESTAURANT#MISCELLANEOUS,neutral,0,0
2243,It was well worth the wait.,NULL,RESTAURANT#GENERAL,positive,0,0
2244,The wife had the risotto which was amazing.,risotto,FOOD#QUALITY,positive,17,24
2245,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",NULL,FOOD#STYLE_OPTIONS,negative,0,0
2246,"It doesn't look appetizing as it's covered in squid ink and it turns your lips and teeth black, but the taste was phenomenal.",NULL,FOOD#QUALITY,positive,0,0
2247,The farro salad and the mashed yukon potatoes were also extremely tasty.,farro salad,FOOD#QUALITY,positive,4,15
2248,The farro salad and the mashed yukon potatoes were also extremely tasty.,mashed yukon potatoes,FOOD#QUALITY,positive,24,45
2249,i love margherita pizza – i looove east village pizza,east village pizza,RESTAURANT#GENERAL,positive,35,53
2250,i love margherita pizza – i looove east village pizza,margherita pizza,FOOD#QUALITY,positive,7,23
2251,"Love this place, every time we are in the city this is one of the places we always go.",place,RESTAURANT#GENERAL,positive,10,15
2252,A quintessential slice of NYC pizza.,slice of NYC pizza,FOOD#QUALITY,neutral,17,35
2253,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",crust,FOOD#QUALITY,positive,4,9
2254,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",sauce,FOOD#QUALITY,positive,48,53
2255,"The crust has a great bite and a good chew, the sauce is light with a nice acidity to it, the salt from the cheese is great, really heightens the flavor of all the other components.",cheese,FOOD#QUALITY,positive,108,114
2256,"Personally I like the margherita pizza better, but they are all good.",margherita pizza,FOOD#QUALITY,positive,22,38
2257,"Personally I like the margherita pizza better, but they are all good.",NULL,FOOD#QUALITY,positive,0,0
2258,Possibly the Most Romantic Restaurant in the City,Restaurant,AMBIENCE#GENERAL,positive,27,37
2259,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",modern Japanese brasserie,RESTAURANT#GENERAL,positive,32,57
2260,"This is undoubtedly my favorite modern Japanese brasserie (that don’t serve sushi), and in my opinion, one of the most romantic restaurants in the city!",modern Japanese brasserie,AMBIENCE#GENERAL,positive,32,57
2261,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",spot,LOCATION#GENERAL,neutral,60,64
2262,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",unmarked wooden doors,AMBIENCE#GENERAL,positive,85,106
2263,"Not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.",décor,AMBIENCE#GENERAL,positive,129,134
2264,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",private booths,AMBIENCE#GENERAL,positive,117,131
2265,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",glass ceilings,AMBIENCE#GENERAL,positive,226,240
2266,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,NULL,AMBIENCE#GENERAL,positive,0,0
2267,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,waiter,SERVICE#GENERAL,positive,74,80
2268,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",BBE $29 fixe prix menu,FOOD#PRICES,positive,17,39
2269,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",BBE $29 fixe prix menu,FOOD#STYLE_OPTIONS,positive,17,39
2270,We started off with a delightful sashimi amuse bouche.,sashimi amuse bouche,FOOD#QUALITY,positive,33,53
2271,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",Grilled Black Cod,FOOD#QUALITY,positive,13,30
2272,"I picked the Grilled Black Cod as my entree, which I absolutely devoured while someone commented that the Grilled Salmon dish was better.",Grilled Salmon dish,FOOD#QUALITY,positive,106,125
2273,The sake’s complimented the courses very well and is successfully easing me into the sake world.,sake’s,DRINKS#QUALITY,positive,4,10
2274,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",frozen black sesame mousse,FOOD#QUALITY,neutral,27,53
2275,"For desserts, we tried the frozen black sesame mousse (interesting but not extraordinary) and matcha (powdered green tea) and blueberry cheesecake, which was phenomenal.",matcha (powdered green tea) and blueberry cheesecake,FOOD#QUALITY,positive,94,146
2276,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",brasserie,RESTAURANT#GENERAL,positive,191,200
2277,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.",brasserie,RESTAURANT#PRICES,positive,191,200
2278,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",Zenkichi,RESTAURANT#GENERAL,positive,95,103
2279,"I don’t usually visit the same establishment more than once, what more twice, but I’ll come to Zenkichi anytime for a quiet, unhurried and memorable dinner.",Zenkichi,AMBIENCE#GENERAL,positive,95,103
2280,Terrible would be a compliment!,NULL,RESTAURANT#GENERAL,negative,0,0
2281,"The service leaves much to be desired, from feeling like you are rushed the place your order, to being ignored the rest of the night.",service,SERVICE#GENERAL,negative,4,11
2282,We paid a fixed pricce but got nothing!!,NULL,SERVICE#GENERAL,negative,0,0
2283,We never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating.,NULL,SERVICE#GENERAL,negative,0,0
2284,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",service,SERVICE#GENERAL,negative,63,70
2285,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",drinks,DRINKS#PRICES,negative,124,130
2286,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",pita bread,FOOD#PRICES,negative,141,151
2287,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!",NULL,SERVICE#GENERAL,negative,0,0
2288,Stay away,NULL,RESTAURANT#GENERAL,negative,0,0
2289,Great Shabu Shabu,Shabu Shabu,FOOD#QUALITY,positive,6,17
2290,I love it.,NULL,RESTAURANT#GENERAL,positive,0,0
2291,I tried a couple other dishes but wasn't too impressed.,dishes,FOOD#QUALITY,neutral,23,29
2292,"But for the Shabu Shabu, you won't find much better in NY.",Shabu Shabu,FOOD#QUALITY,positive,12,23
2293,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",meat,FOOD#QUALITY,positive,4,8
2294,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",sauces,FOOD#QUALITY,positive,23,29
2295,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",service,SERVICE#GENERAL,positive,92,99
2296,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",meal,FOOD#STYLE_OPTIONS,positive,83,87
2297,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",kimchi,FOOD#PRICES,positive,49,55
2298,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",salad,FOOD#PRICES,positive,62,67
2299,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,Korean food,FOOD#QUALITY,positive,61,72
2300,Dokebi gives Williamsburg the right one-two punch of classic Korean food and fusion twists like pork belly tacos.,fusion twists,FOOD#QUALITY,positive,77,90
